"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PPP","TOT","NATUSD","A","2000",1.311624,
"AUS","PPP","TOT","NATUSD","A","2001",1.327627,
"AUS","PPP","TOT","NATUSD","A","2002",1.33649,
"AUS","PPP","TOT","NATUSD","A","2003",1.354042,
"AUS","PPP","TOT","NATUSD","A","2004",1.366762,
"AUS","PPP","TOT","NATUSD","A","2005",1.388356,
"AUS","PPP","TOT","NATUSD","A","2006",1.403933,
"AUS","PPP","TOT","NATUSD","A","2007",1.42752,
"AUS","PPP","TOT","NATUSD","A","2008",1.479073,
"AUS","PPP","TOT","NATUSD","A","2009",1.441454,
"AUS","PPP","TOT","NATUSD","A","2010",1.502756,
"AUS","PPP","TOT","NATUSD","A","2011",1.511052,
"AUS","PPP","TOT","NATUSD","A","2012",1.540115,
"AUS","PPP","TOT","NATUSD","A","2013",1.447123,
"AUS","PPP","TOT","NATUSD","A","2014",1.452489,
"AUS","PPP","TOT","NATUSD","A","2015",1.474079,
"AUS","PPP","TOT","NATUSD","A","2016",1.449851,
"AUS","PPP","TOT","NATUSD","A","2017",1.465824,
"AUS","PPP","TOT","NATUSD","A","2018",1.450856,
"AUS","PPP","TOT","NATUSD","A","2019",1.47162,
"AUT","PPP","TOT","NATUSD","A","2000",0.90728,
"AUT","PPP","TOT","NATUSD","A","2001",0.922773,
"AUT","PPP","TOT","NATUSD","A","2002",0.899797,
"AUT","PPP","TOT","NATUSD","A","2003",0.889139,
"AUT","PPP","TOT","NATUSD","A","2004",0.878875,
"AUT","PPP","TOT","NATUSD","A","2005",0.881939,
"AUT","PPP","TOT","NATUSD","A","2006",0.861063,
"AUT","PPP","TOT","NATUSD","A","2007",0.869081,
"AUT","PPP","TOT","NATUSD","A","2008",0.854424,
"AUT","PPP","TOT","NATUSD","A","2009",0.84292,
"AUT","PPP","TOT","NATUSD","A","2010",0.841628,
"AUT","PPP","TOT","NATUSD","A","2011",0.831374,
"AUT","PPP","TOT","NATUSD","A","2012",0.813648,
"AUT","PPP","TOT","NATUSD","A","2013",0.797081,
"AUT","PPP","TOT","NATUSD","A","2014",0.798797,
"AUT","PPP","TOT","NATUSD","A","2015",0.798599,
"AUT","PPP","TOT","NATUSD","A","2016",0.77701,
"AUT","PPP","TOT","NATUSD","A","2017",0.77037,
"AUT","PPP","TOT","NATUSD","A","2018",0.767172,
"AUT","PPP","TOT","NATUSD","A","2019",0.765966,
"BEL","PPP","TOT","NATUSD","A","2000",0.899777,
"BEL","PPP","TOT","NATUSD","A","2001",0.892248,
"BEL","PPP","TOT","NATUSD","A","2002",0.8733,
"BEL","PPP","TOT","NATUSD","A","2003",0.877071,
"BEL","PPP","TOT","NATUSD","A","2004",0.889132,
"BEL","PPP","TOT","NATUSD","A","2005",0.891788,
"BEL","PPP","TOT","NATUSD","A","2006",0.875325,
"BEL","PPP","TOT","NATUSD","A","2007",0.879887,
"BEL","PPP","TOT","NATUSD","A","2008",0.86694,
"BEL","PPP","TOT","NATUSD","A","2009",0.849292,
"BEL","PPP","TOT","NATUSD","A","2010",0.836013,
"BEL","PPP","TOT","NATUSD","A","2011",0.831911,
"BEL","PPP","TOT","NATUSD","A","2012",0.822137,
"BEL","PPP","TOT","NATUSD","A","2013",0.806166,
"BEL","PPP","TOT","NATUSD","A","2014",0.800214,
"BEL","PPP","TOT","NATUSD","A","2015",0.799784,
"BEL","PPP","TOT","NATUSD","A","2016",0.78109,
"BEL","PPP","TOT","NATUSD","A","2017",0.772879,
"BEL","PPP","TOT","NATUSD","A","2018",0.769659,
"BEL","PPP","TOT","NATUSD","A","2019",0.768387,
"CAN","PPP","TOT","NATUSD","A","2000",1.227543,
"CAN","PPP","TOT","NATUSD","A","2001",1.221132,
"CAN","PPP","TOT","NATUSD","A","2002",1.229333,
"CAN","PPP","TOT","NATUSD","A","2003",1.226339,
"CAN","PPP","TOT","NATUSD","A","2004",1.233194,
"CAN","PPP","TOT","NATUSD","A","2005",1.213644,
"CAN","PPP","TOT","NATUSD","A","2006",1.205783,
"CAN","PPP","TOT","NATUSD","A","2007",1.212727,
"CAN","PPP","TOT","NATUSD","A","2008",1.23439,
"CAN","PPP","TOT","NATUSD","A","2009",1.201386,
"CAN","PPP","TOT","NATUSD","A","2010",1.221393,
"CAN","PPP","TOT","NATUSD","A","2011",1.239904,
"CAN","PPP","TOT","NATUSD","A","2012",1.244607,
"CAN","PPP","TOT","NATUSD","A","2013",1.224,
"CAN","PPP","TOT","NATUSD","A","2014",1.230358,
"CAN","PPP","TOT","NATUSD","A","2015",1.248004,
"CAN","PPP","TOT","NATUSD","A","2016",1.206834,
"CAN","PPP","TOT","NATUSD","A","2017",1.204736,
"CAN","PPP","TOT","NATUSD","A","2018",1.198346,
"CAN","PPP","TOT","NATUSD","A","2019",1.202552,
"CZE","PPP","TOT","NATUSD","A","2000",14.327053,
"CZE","PPP","TOT","NATUSD","A","2001",14.320173,
"CZE","PPP","TOT","NATUSD","A","2002",14.458321,
"CZE","PPP","TOT","NATUSD","A","2003",14.191516,
"CZE","PPP","TOT","NATUSD","A","2004",14.43922,
"CZE","PPP","TOT","NATUSD","A","2005",14.562493,
"CZE","PPP","TOT","NATUSD","A","2006",14.43196,
"CZE","PPP","TOT","NATUSD","A","2007",14.273609,
"CZE","PPP","TOT","NATUSD","A","2008",13.916713,
"CZE","PPP","TOT","NATUSD","A","2009",13.625321,
"CZE","PPP","TOT","NATUSD","A","2010",13.66287,
"CZE","PPP","TOT","NATUSD","A","2011",13.345305,
"CZE","PPP","TOT","NATUSD","A","2012",13.297699,
"CZE","PPP","TOT","NATUSD","A","2013",12.785271,
"CZE","PPP","TOT","NATUSD","A","2014",12.70321,
"CZE","PPP","TOT","NATUSD","A","2015",12.934509,
"CZE","PPP","TOT","NATUSD","A","2016",12.577614,
"CZE","PPP","TOT","NATUSD","A","2017",12.377591,
"CZE","PPP","TOT","NATUSD","A","2018",12.399511,
"CZE","PPP","TOT","NATUSD","A","2019",12.564851,
"DNK","PPP","TOT","NATUSD","A","2000",8.668051,
"DNK","PPP","TOT","NATUSD","A","2001",8.690685,
"DNK","PPP","TOT","NATUSD","A","2002",8.561606,
"DNK","PPP","TOT","NATUSD","A","2003",8.657312,
"DNK","PPP","TOT","NATUSD","A","2004",8.467503,
"DNK","PPP","TOT","NATUSD","A","2005",8.569438,
"DNK","PPP","TOT","NATUSD","A","2006",8.297116,
"DNK","PPP","TOT","NATUSD","A","2007",8.170935,
"DNK","PPP","TOT","NATUSD","A","2008",7.944128,
"DNK","PPP","TOT","NATUSD","A","2009",7.7237,
"DNK","PPP","TOT","NATUSD","A","2010",7.585765,
"DNK","PPP","TOT","NATUSD","A","2011",7.466492,
"DNK","PPP","TOT","NATUSD","A","2012",7.564136,
"DNK","PPP","TOT","NATUSD","A","2013",7.354846,
"DNK","PPP","TOT","NATUSD","A","2014",7.328674,
"DNK","PPP","TOT","NATUSD","A","2015",7.303397,
"DNK","PPP","TOT","NATUSD","A","2016",7.080572,
"DNK","PPP","TOT","NATUSD","A","2017",6.851847,
"DNK","PPP","TOT","NATUSD","A","2018",6.775072,
"DNK","PPP","TOT","NATUSD","A","2019",6.746471,
"FIN","PPP","TOT","NATUSD","A","2000",0.983754,
"FIN","PPP","TOT","NATUSD","A","2001",1.00251,
"FIN","PPP","TOT","NATUSD","A","2002",0.998133,
"FIN","PPP","TOT","NATUSD","A","2003",1.003097,
"FIN","PPP","TOT","NATUSD","A","2004",0.974094,
"FIN","PPP","TOT","NATUSD","A","2005",0.979424,
"FIN","PPP","TOT","NATUSD","A","2006",0.954014,
"FIN","PPP","TOT","NATUSD","A","2007",0.935788,
"FIN","PPP","TOT","NATUSD","A","2008",0.912125,
"FIN","PPP","TOT","NATUSD","A","2009",0.89564,
"FIN","PPP","TOT","NATUSD","A","2010",0.899874,
"FIN","PPP","TOT","NATUSD","A","2011",0.898068,
"FIN","PPP","TOT","NATUSD","A","2012",0.908495,
"FIN","PPP","TOT","NATUSD","A","2013",0.905357,
"FIN","PPP","TOT","NATUSD","A","2014",0.90721,
"FIN","PPP","TOT","NATUSD","A","2015",0.907504,
"FIN","PPP","TOT","NATUSD","A","2016",0.880984,
"FIN","PPP","TOT","NATUSD","A","2017",0.863496,
"FIN","PPP","TOT","NATUSD","A","2018",0.857888,
"FIN","PPP","TOT","NATUSD","A","2019",0.860407,
"FRA","PPP","TOT","NATUSD","A","2000",0.930021,
"FRA","PPP","TOT","NATUSD","A","2001",0.911558,
"FRA","PPP","TOT","NATUSD","A","2002",0.900678,
"FRA","PPP","TOT","NATUSD","A","2003",0.93091,
"FRA","PPP","TOT","NATUSD","A","2004",0.935975,
"FRA","PPP","TOT","NATUSD","A","2005",0.916458,
"FRA","PPP","TOT","NATUSD","A","2006",0.895768,
"FRA","PPP","TOT","NATUSD","A","2007",0.889696,
"FRA","PPP","TOT","NATUSD","A","2008",0.881874,
"FRA","PPP","TOT","NATUSD","A","2009",0.862136,
"FRA","PPP","TOT","NATUSD","A","2010",0.854061,
"FRA","PPP","TOT","NATUSD","A","2011",0.841361,
"FRA","PPP","TOT","NATUSD","A","2012",0.844301,
"FRA","PPP","TOT","NATUSD","A","2013",0.811643,
"FRA","PPP","TOT","NATUSD","A","2014",0.807565,
"FRA","PPP","TOT","NATUSD","A","2015",0.808478,
"FRA","PPP","TOT","NATUSD","A","2016",0.780123,
"FRA","PPP","TOT","NATUSD","A","2017",0.766438,
"FRA","PPP","TOT","NATUSD","A","2018",0.756398,
"FRA","PPP","TOT","NATUSD","A","2019",0.754103,
"DEU","PPP","TOT","NATUSD","A","2000",0.942858,
"DEU","PPP","TOT","NATUSD","A","2001",0.92957,
"DEU","PPP","TOT","NATUSD","A","2002",0.913257,
"DEU","PPP","TOT","NATUSD","A","2003",0.896916,
"DEU","PPP","TOT","NATUSD","A","2004",0.875857,
"DEU","PPP","TOT","NATUSD","A","2005",0.872721,
"DEU","PPP","TOT","NATUSD","A","2006",0.848598,
"DEU","PPP","TOT","NATUSD","A","2007",0.838174,
"DEU","PPP","TOT","NATUSD","A","2008",0.820401,
"DEU","PPP","TOT","NATUSD","A","2009",0.810326,
"DEU","PPP","TOT","NATUSD","A","2010",0.804502,
"DEU","PPP","TOT","NATUSD","A","2011",0.788739,
"DEU","PPP","TOT","NATUSD","A","2012",0.787246,
"DEU","PPP","TOT","NATUSD","A","2013",0.774784,
"DEU","PPP","TOT","NATUSD","A","2014",0.768937,
"DEU","PPP","TOT","NATUSD","A","2015",0.777913,
"DEU","PPP","TOT","NATUSD","A","2016",0.752684,
"DEU","PPP","TOT","NATUSD","A","2017",0.740562,
"DEU","PPP","TOT","NATUSD","A","2018",0.740758,
"DEU","PPP","TOT","NATUSD","A","2019",0.741735,
"GRC","PPP","TOT","NATUSD","A","2000",0.669522,
"GRC","PPP","TOT","NATUSD","A","2001",0.668364,
"GRC","PPP","TOT","NATUSD","A","2002",0.662967,
"GRC","PPP","TOT","NATUSD","A","2003",0.685831,
"GRC","PPP","TOT","NATUSD","A","2004",0.695144,
"GRC","PPP","TOT","NATUSD","A","2005",0.708976,
"GRC","PPP","TOT","NATUSD","A","2006",0.693291,
"GRC","PPP","TOT","NATUSD","A","2007",0.719064,
"GRC","PPP","TOT","NATUSD","A","2008",0.707951,
"GRC","PPP","TOT","NATUSD","A","2009",0.703755,
"GRC","PPP","TOT","NATUSD","A","2010",0.721494,
"GRC","PPP","TOT","NATUSD","A","2011",0.713163,
"GRC","PPP","TOT","NATUSD","A","2012",0.684663,
"GRC","PPP","TOT","NATUSD","A","2013",0.631286,
"GRC","PPP","TOT","NATUSD","A","2014",0.611135,
"GRC","PPP","TOT","NATUSD","A","2015",0.608907,
"GRC","PPP","TOT","NATUSD","A","2016",0.588639,
"GRC","PPP","TOT","NATUSD","A","2017",0.576064,
"GRC","PPP","TOT","NATUSD","A","2018",0.566972,
"GRC","PPP","TOT","NATUSD","A","2019",0.561411,
"HUN","PPP","TOT","NATUSD","A","2000",110.045366,
"HUN","PPP","TOT","NATUSD","A","2001",114.391275,
"HUN","PPP","TOT","NATUSD","A","2002",118.141282,
"HUN","PPP","TOT","NATUSD","A","2003",122.145606,
"HUN","PPP","TOT","NATUSD","A","2004",128.498505,
"HUN","PPP","TOT","NATUSD","A","2005",130.929945,
"HUN","PPP","TOT","NATUSD","A","2006",131.649325,
"HUN","PPP","TOT","NATUSD","A","2007",134.206259,
"HUN","PPP","TOT","NATUSD","A","2008",131.005355,
"HUN","PPP","TOT","NATUSD","A","2009",127.567518,
"HUN","PPP","TOT","NATUSD","A","2010",126.326168,
"HUN","PPP","TOT","NATUSD","A","2011",124.271836,
"HUN","PPP","TOT","NATUSD","A","2012",125.623608,
"HUN","PPP","TOT","NATUSD","A","2013",124.979432,
"HUN","PPP","TOT","NATUSD","A","2014",129.414974,
"HUN","PPP","TOT","NATUSD","A","2015",132.517954,
"HUN","PPP","TOT","NATUSD","A","2016",132.047135,
"HUN","PPP","TOT","NATUSD","A","2017",134.363108,
"HUN","PPP","TOT","NATUSD","A","2018",138.198183,
"HUN","PPP","TOT","NATUSD","A","2019",141.696675,
"ISL","PPP","TOT","NATUSD","A","2000",84.701818,
"ISL","PPP","TOT","NATUSD","A","2001",88.283203,
"ISL","PPP","TOT","NATUSD","A","2002",91.105413,
"ISL","PPP","TOT","NATUSD","A","2003",92.709461,
"ISL","PPP","TOT","NATUSD","A","2004",93.371392,
"ISL","PPP","TOT","NATUSD","A","2005",95.840665,
"ISL","PPP","TOT","NATUSD","A","2006",101.755496,
"ISL","PPP","TOT","NATUSD","A","2007",107.472514,
"ISL","PPP","TOT","NATUSD","A","2008",114.527003,
"ISL","PPP","TOT","NATUSD","A","2009",121.858652,
"ISL","PPP","TOT","NATUSD","A","2010",132.792139,
"ISL","PPP","TOT","NATUSD","A","2011",135.152004,
"ISL","PPP","TOT","NATUSD","A","2012",136.96767,
"ISL","PPP","TOT","NATUSD","A","2013",137.022617,
"ISL","PPP","TOT","NATUSD","A","2014",138.547869,
"ISL","PPP","TOT","NATUSD","A","2015",141.936844,
"ISL","PPP","TOT","NATUSD","A","2016",140.044096,
"ISL","PPP","TOT","NATUSD","A","2017",137.121985,
"ISL","PPP","TOT","NATUSD","A","2018",136.858837,
"ISL","PPP","TOT","NATUSD","A","2019",140.656214,
"IRL","PPP","TOT","NATUSD","A","2000",0.943595,
"IRL","PPP","TOT","NATUSD","A","2001",0.969216,
"IRL","PPP","TOT","NATUSD","A","2002",0.981997,
"IRL","PPP","TOT","NATUSD","A","2003",1.005033,
"IRL","PPP","TOT","NATUSD","A","2004",0.992051,
"IRL","PPP","TOT","NATUSD","A","2005",1.011707,
"IRL","PPP","TOT","NATUSD","A","2006",0.979413,
"IRL","PPP","TOT","NATUSD","A","2007",0.958789,
"IRL","PPP","TOT","NATUSD","A","2008",0.944447,
"IRL","PPP","TOT","NATUSD","A","2009",0.900417,
"IRL","PPP","TOT","NATUSD","A","2010",0.848935,
"IRL","PPP","TOT","NATUSD","A","2011",0.831513,
"IRL","PPP","TOT","NATUSD","A","2012",0.823072,
"IRL","PPP","TOT","NATUSD","A","2013",0.811228,
"IRL","PPP","TOT","NATUSD","A","2014",0.819041,
"IRL","PPP","TOT","NATUSD","A","2015",0.809469,
"IRL","PPP","TOT","NATUSD","A","2016",0.794369,
"IRL","PPP","TOT","NATUSD","A","2017",0.791099,
"IRL","PPP","TOT","NATUSD","A","2018",0.788238,
"IRL","PPP","TOT","NATUSD","A","2019",0.781772,
"ITA","PPP","TOT","NATUSD","A","2000",0.805059,
"ITA","PPP","TOT","NATUSD","A","2001",0.816167,
"ITA","PPP","TOT","NATUSD","A","2002",0.823489,
"ITA","PPP","TOT","NATUSD","A","2003",0.834375,
"ITA","PPP","TOT","NATUSD","A","2004",0.852637,
"ITA","PPP","TOT","NATUSD","A","2005",0.855139,
"ITA","PPP","TOT","NATUSD","A","2006",0.823835,
"ITA","PPP","TOT","NATUSD","A","2007",0.810223,
"ITA","PPP","TOT","NATUSD","A","2008",0.783694,
"ITA","PPP","TOT","NATUSD","A","2009",0.770581,
"ITA","PPP","TOT","NATUSD","A","2010",0.772612,
"ITA","PPP","TOT","NATUSD","A","2011",0.758687,
"ITA","PPP","TOT","NATUSD","A","2012",0.747731,
"ITA","PPP","TOT","NATUSD","A","2013",0.737299,
"ITA","PPP","TOT","NATUSD","A","2014",0.739644,
"ITA","PPP","TOT","NATUSD","A","2015",0.738495,
"ITA","PPP","TOT","NATUSD","A","2016",0.700615,
"ITA","PPP","TOT","NATUSD","A","2017",0.686535,
"ITA","PPP","TOT","NATUSD","A","2018",0.682701,
"ITA","PPP","TOT","NATUSD","A","2019",0.674636,
"JPN","PPP","TOT","NATUSD","A","2000",154.717851,
"JPN","PPP","TOT","NATUSD","A","2001",149.724876,
"JPN","PPP","TOT","NATUSD","A","2002",143.774205,
"JPN","PPP","TOT","NATUSD","A","2003",139.516092,
"JPN","PPP","TOT","NATUSD","A","2004",134.363066,
"JPN","PPP","TOT","NATUSD","A","2005",129.551955,
"JPN","PPP","TOT","NATUSD","A","2006",124.536829,
"JPN","PPP","TOT","NATUSD","A","2007",120.394202,
"JPN","PPP","TOT","NATUSD","A","2008",116.845814,
"JPN","PPP","TOT","NATUSD","A","2009",115.150067,
"JPN","PPP","TOT","NATUSD","A","2010",111.666587,
"JPN","PPP","TOT","NATUSD","A","2011",107.454281,
"JPN","PPP","TOT","NATUSD","A","2012",104.273972,
"JPN","PPP","TOT","NATUSD","A","2013",101.302673,
"JPN","PPP","TOT","NATUSD","A","2014",103.052076,
"JPN","PPP","TOT","NATUSD","A","2015",103.449739,
"JPN","PPP","TOT","NATUSD","A","2016",105.502599,
"JPN","PPP","TOT","NATUSD","A","2017",105.378962,
"JPN","PPP","TOT","NATUSD","A","2018",104.609975,
"JPN","PPP","TOT","NATUSD","A","2019",103.367215,
"KOR","PPP","TOT","NATUSD","A","2000",747.235962,
"KOR","PPP","TOT","NATUSD","A","2001",757.889611,
"KOR","PPP","TOT","NATUSD","A","2002",769.77179,
"KOR","PPP","TOT","NATUSD","A","2003",792.077212,
"KOR","PPP","TOT","NATUSD","A","2004",794.328699,
"KOR","PPP","TOT","NATUSD","A","2005",788.920135,
"KOR","PPP","TOT","NATUSD","A","2006",772.396451,
"KOR","PPP","TOT","NATUSD","A","2007",770.222065,
"KOR","PPP","TOT","NATUSD","A","2008",785.717886,
"KOR","PPP","TOT","NATUSD","A","2009",824.618824,
"KOR","PPP","TOT","NATUSD","A","2010",840.890193,
"KOR","PPP","TOT","NATUSD","A","2011",854.585723,
"KOR","PPP","TOT","NATUSD","A","2012",854.887268,
"KOR","PPP","TOT","NATUSD","A","2013",869.081422,
"KOR","PPP","TOT","NATUSD","A","2014",871.878106,
"KOR","PPP","TOT","NATUSD","A","2015",857.368025,
"KOR","PPP","TOT","NATUSD","A","2016",858.992828,
"KOR","PPP","TOT","NATUSD","A","2017",871.695794,
"KOR","PPP","TOT","NATUSD","A","2018",870.773016,
"KOR","PPP","TOT","NATUSD","A","2019",850.299894,
"LUX","PPP","TOT","NATUSD","A","2000",0.955495,
"LUX","PPP","TOT","NATUSD","A","2001",0.963237,
"LUX","PPP","TOT","NATUSD","A","2002",0.956996,
"LUX","PPP","TOT","NATUSD","A","2003",0.96577,
"LUX","PPP","TOT","NATUSD","A","2004",0.952072,
"LUX","PPP","TOT","NATUSD","A","2005",0.946363,
"LUX","PPP","TOT","NATUSD","A","2006",0.917798,
"LUX","PPP","TOT","NATUSD","A","2007",0.922376,
"LUX","PPP","TOT","NATUSD","A","2008",0.900045,
"LUX","PPP","TOT","NATUSD","A","2009",0.902137,
"LUX","PPP","TOT","NATUSD","A","2010",0.92502,
"LUX","PPP","TOT","NATUSD","A","2011",0.905099,
"LUX","PPP","TOT","NATUSD","A","2012",0.90679,
"LUX","PPP","TOT","NATUSD","A","2013",0.895254,
"LUX","PPP","TOT","NATUSD","A","2014",0.884138,
"LUX","PPP","TOT","NATUSD","A","2015",0.881025,
"LUX","PPP","TOT","NATUSD","A","2016",0.85198,
"LUX","PPP","TOT","NATUSD","A","2017",0.844442,
"LUX","PPP","TOT","NATUSD","A","2018",0.845814,
"LUX","PPP","TOT","NATUSD","A","2019",0.854694,
"MEX","PPP","TOT","NATUSD","A","2000",6.103027,
"MEX","PPP","TOT","NATUSD","A","2001",6.332835,
"MEX","PPP","TOT","NATUSD","A","2002",6.553697,
"MEX","PPP","TOT","NATUSD","A","2003",6.648073,
"MEX","PPP","TOT","NATUSD","A","2004",6.98921,
"MEX","PPP","TOT","NATUSD","A","2005",7.126862,
"MEX","PPP","TOT","NATUSD","A","2006",7.157871,
"MEX","PPP","TOT","NATUSD","A","2007",7.374153,
"MEX","PPP","TOT","NATUSD","A","2008",7.469532,
"MEX","PPP","TOT","NATUSD","A","2009",7.428654,
"MEX","PPP","TOT","NATUSD","A","2010",7.676843,
"MEX","PPP","TOT","NATUSD","A","2011",7.673013,
"MEX","PPP","TOT","NATUSD","A","2012",7.858708,
"MEX","PPP","TOT","NATUSD","A","2013",7.884359,
"MEX","PPP","TOT","NATUSD","A","2014",8.045318,
"MEX","PPP","TOT","NATUSD","A","2015",8.325895,
"MEX","PPP","TOT","NATUSD","A","2016",8.445558,
"MEX","PPP","TOT","NATUSD","A","2017",8.870941,
"MEX","PPP","TOT","NATUSD","A","2018",9.127,
"MEX","PPP","TOT","NATUSD","A","2019",9.278032,
"NLD","PPP","TOT","NATUSD","A","2000",0.890217,
"NLD","PPP","TOT","NATUSD","A","2001",0.904698,
"NLD","PPP","TOT","NATUSD","A","2002",0.900863,
"NLD","PPP","TOT","NATUSD","A","2003",0.926515,
"NLD","PPP","TOT","NATUSD","A","2004",0.908617,
"NLD","PPP","TOT","NATUSD","A","2005",0.897139,
"NLD","PPP","TOT","NATUSD","A","2006",0.872969,
"NLD","PPP","TOT","NATUSD","A","2007",0.861094,
"NLD","PPP","TOT","NATUSD","A","2008",0.847775,
"NLD","PPP","TOT","NATUSD","A","2009",0.847528,
"NLD","PPP","TOT","NATUSD","A","2010",0.853475,
"NLD","PPP","TOT","NATUSD","A","2011",0.836065,
"NLD","PPP","TOT","NATUSD","A","2012",0.824408,
"NLD","PPP","TOT","NATUSD","A","2013",0.798166,
"NLD","PPP","TOT","NATUSD","A","2014",0.808798,
"NLD","PPP","TOT","NATUSD","A","2015",0.809761,
"NLD","PPP","TOT","NATUSD","A","2016",0.795528,
"NLD","PPP","TOT","NATUSD","A","2017",0.778486,
"NLD","PPP","TOT","NATUSD","A","2018",0.780327,
"NLD","PPP","TOT","NATUSD","A","2019",0.787911,
"NZL","PPP","TOT","NATUSD","A","2000",1.443592,
"NZL","PPP","TOT","NATUSD","A","2001",1.474152,
"NZL","PPP","TOT","NATUSD","A","2002",1.468962,
"NZL","PPP","TOT","NATUSD","A","2003",1.497034,
"NZL","PPP","TOT","NATUSD","A","2004",1.507623,
"NZL","PPP","TOT","NATUSD","A","2005",1.535,
"NZL","PPP","TOT","NATUSD","A","2006",1.481674,
"NZL","PPP","TOT","NATUSD","A","2007",1.505326,
"NZL","PPP","TOT","NATUSD","A","2008",1.490709,
"NZL","PPP","TOT","NATUSD","A","2009",1.470649,
"NZL","PPP","TOT","NATUSD","A","2010",1.496074,
"NZL","PPP","TOT","NATUSD","A","2011",1.485915,
"NZL","PPP","TOT","NATUSD","A","2012",1.495622,
"NZL","PPP","TOT","NATUSD","A","2013",1.445979,
"NZL","PPP","TOT","NATUSD","A","2014",1.44073,
"NZL","PPP","TOT","NATUSD","A","2015",1.475468,
"NZL","PPP","TOT","NATUSD","A","2016",1.440658,
"NZL","PPP","TOT","NATUSD","A","2017",1.453416,
"NZL","PPP","TOT","NATUSD","A","2018",1.449954,
"NZL","PPP","TOT","NATUSD","A","2019",1.454299,
"NOR","PPP","TOT","NATUSD","A","2000",9.083154,
"NOR","PPP","TOT","NATUSD","A","2001",9.173114,
"NOR","PPP","TOT","NATUSD","A","2002",9.05673,
"NOR","PPP","TOT","NATUSD","A","2003",9.207542,
"NOR","PPP","TOT","NATUSD","A","2004",9.133932,
"NOR","PPP","TOT","NATUSD","A","2005",9.005204,
"NOR","PPP","TOT","NATUSD","A","2006",8.790721,
"NOR","PPP","TOT","NATUSD","A","2007",8.932222,
"NOR","PPP","TOT","NATUSD","A","2008",8.859281,
"NOR","PPP","TOT","NATUSD","A","2009",9.075179,
"NOR","PPP","TOT","NATUSD","A","2010",9.145113,
"NOR","PPP","TOT","NATUSD","A","2011",9.082736,
"NOR","PPP","TOT","NATUSD","A","2012",9.037085,
"NOR","PPP","TOT","NATUSD","A","2013",9.029349,
"NOR","PPP","TOT","NATUSD","A","2014",9.278458,
"NOR","PPP","TOT","NATUSD","A","2015",9.929852,
"NOR","PPP","TOT","NATUSD","A","2016",10.042915,
"NOR","PPP","TOT","NATUSD","A","2017",9.921801,
"NOR","PPP","TOT","NATUSD","A","2018",9.827081,
"NOR","PPP","TOT","NATUSD","A","2019",9.59502,
"POL","PPP","TOT","NATUSD","A","2000",1.832479,
"POL","PPP","TOT","NATUSD","A","2001",1.83682,
"POL","PPP","TOT","NATUSD","A","2002",1.799795,
"POL","PPP","TOT","NATUSD","A","2003",1.806438,
"POL","PPP","TOT","NATUSD","A","2004",1.831706,
"POL","PPP","TOT","NATUSD","A","2005",1.867595,
"POL","PPP","TOT","NATUSD","A","2006",1.852687,
"POL","PPP","TOT","NATUSD","A","2007",1.855864,
"POL","PPP","TOT","NATUSD","A","2008",1.842243,
"POL","PPP","TOT","NATUSD","A","2009",1.867359,
"POL","PPP","TOT","NATUSD","A","2010",1.803609,
"POL","PPP","TOT","NATUSD","A","2011",1.801424,
"POL","PPP","TOT","NATUSD","A","2012",1.796168,
"POL","PPP","TOT","NATUSD","A","2013",1.762045,
"POL","PPP","TOT","NATUSD","A","2014",1.767142,
"POL","PPP","TOT","NATUSD","A","2015",1.764643,
"POL","PPP","TOT","NATUSD","A","2016",1.733018,
"POL","PPP","TOT","NATUSD","A","2017",1.737356,
"POL","PPP","TOT","NATUSD","A","2018",1.754052,
"POL","PPP","TOT","NATUSD","A","2019",1.774208,
"PRT","PPP","TOT","NATUSD","A","2000",0.660868,
"PRT","PPP","TOT","NATUSD","A","2001",0.670767,
"PRT","PPP","TOT","NATUSD","A","2002",0.672081,
"PRT","PPP","TOT","NATUSD","A","2003",0.670529,
"PRT","PPP","TOT","NATUSD","A","2004",0.67676,
"PRT","PPP","TOT","NATUSD","A","2005",0.664259,
"PRT","PPP","TOT","NATUSD","A","2006",0.640929,
"PRT","PPP","TOT","NATUSD","A","2007",0.647489,
"PRT","PPP","TOT","NATUSD","A","2008",0.636148,
"PRT","PPP","TOT","NATUSD","A","2009",0.626726,
"PRT","PPP","TOT","NATUSD","A","2010",0.622706,
"PRT","PPP","TOT","NATUSD","A","2011",0.623083,
"PRT","PPP","TOT","NATUSD","A","2012",0.605398,
"PRT","PPP","TOT","NATUSD","A","2013",0.583607,
"PRT","PPP","TOT","NATUSD","A","2014",0.578868,
"PRT","PPP","TOT","NATUSD","A","2015",0.58479,
"PRT","PPP","TOT","NATUSD","A","2016",0.571474,
"PRT","PPP","TOT","NATUSD","A","2017",0.574968,
"PRT","PPP","TOT","NATUSD","A","2018",0.578515,
"PRT","PPP","TOT","NATUSD","A","2019",0.574478,
"SVK","PPP","TOT","NATUSD","A","2000",0.516257,
"SVK","PPP","TOT","NATUSD","A","2001",0.515604,
"SVK","PPP","TOT","NATUSD","A","2002",0.521518,
"SVK","PPP","TOT","NATUSD","A","2003",0.544943,
"SVK","PPP","TOT","NATUSD","A","2004",0.565001,
